uid,title,abstract,year,venue,authors,doi,arxiv_id,url,source,query,query_role,family,advisor_seed,citation_count,matched_terms,retrieved_at,relevance_score,hostile_score
doi:10.1109/robot.2009.5152268,Safe robot arm with safe joint mechanism using nonlinear spring system for collision safety,"Collision safety between humans and robots has drawn much attention since service robots are increasingly being used in human environments. A safe robot arm based on passive compliance can usually provide faster and more reliable responses for dynamic collision than an active one involving sensors and actuators. Since both positioning accuracy and collision safety of the robot arm are equally important, a robot arm should have very low stiffness when subjected to a collision force greater than the injury tolerance, but should otherwise maintain very high stiffness. To implement these requirements, a novel safe joint mechanism (SJM-II) which has much smaller size and lighter weight than the previous model, is proposed in this research. The SJM-II has the advantage of nonlinear spring which is achieved using only passive mechanical elements such as linear springs and a double-slider mechan",2009,,Jung-Jun Park; Hwi-Su Kim; Jae-Bok Song,10.1109/robot.2009.5152268,,https://doi.org/10.1109/robot.2009.5152268,openalex,robotics,concept,openalex_bulk_robotics,,82,,2026-06-12T18:57:17Z,24.609,24.609
doi:10.1109/robot.2010.5509492,Safe joint mechanism using inclined link with springs for collision safety and positioning accuracy of a robot arm,"In recent years, the potential for collision between humans and robots has drawn much attention since service robots are increasingly being used in the human environment. A safe robot arm can be achieved using either an active or passive compliance method. A passive compliance system composed of purely mechanical elements often provides faster and more reliable responses to dynamic collision than an active system involving sensors and actuators. Since positioning accuracy and collision safety of a robot arm are equally important, a robot arm should have very low stiffness when subjected to a collision force capable of causing human injury. Otherwise, it should maintain a very high stiffness. To implement these requirements, a novel safe joint mechanism (SJM-III) consisting of an inclined link, a slider with rollers, and linear springs is proposed. The SJM-III has the advantage of nonline",2010,,Jung-Jun Park; Jae-Bok Song,10.1109/robot.2010.5509492,,https://doi.org/10.1109/robot.2010.5509492,openalex,robotics,concept,openalex_bulk_robotics,,43,,2026-06-12T18:57:17Z,24.292,24.292
doi:10.1609/aaai.v33i01.33013387,End-to-End Safe Reinforcement Learning through Barrier Functions for Safety-Critical Continuous Control Tasks,"Reinforcement Learning (RL) algorithms have found limited success beyond simulated applications, and one main reason is the absence of safety guarantees during the learning process. Real world systems would realistically fail or break before an optimal controller can be learned. To address this issue, we propose a controller architecture that combines (1) a model-free RL-based controller with (2) model-based controllers utilizing control barrier functions (CBFs) and (3) online learning of the unknown system dynamics, in order to ensure safety during learning. Our general framework leverages the success of RL algorithms to learn high-performance controllers, while the CBF-based controllers both guarantee safety and guide the learning process by constraining the set of explorable polices. We utilize Gaussian Processes (GPs) to model the system dynamics and its uncertainties. Our novel cont",2019,Proceedings of the AAAI Conference on Artificial Intelligence,Richard Cheng; Gábor Orosz; Richard M. Murray; Joel W. Burdick,10.1609/aaai.v33i01.33013387,,https://doi.org/10.1609/aaai.v33i01.33013387,crossref,control barrier functions robot learning,anti_myopia,control,,425,control barrier function; sample efficiency,2026-06-12T15:07:36Z,18.700,23.700
doi:10.3389/fnbot.2025.1697518,Transformer-based human-motion forecasting coupled with safe reinforcement learning for telepresence robot co-navigation,"Introduction Telepresence robots (TPRs) must co-navigate with humans in constrained hospital environments, where safety depends on anticipating rather than merely reacting to human motion. Existing approaches rarely integrate short-horizon human-motion forecasting with safety-constrained control, which reduces robustness in dense corridors and ward bays. This study addresses this gap by evaluating an anticipatory, safety-aware co-navigation framework for TPRs. Methods We developed a modular framework that couples a lightweight transformer-based forecaster that predicts multi-agent trajectories under occlusion with a safe reinforcement learning (RL) controller. The forecaster produces short-term distributions over pedestrian states that are embedded into the RL policy state and cost as risk-aware occupancy features. Safety is enforced via constrained policy optimization augmented by a run",2026,Frontiers in Neurorobotics,Heba G. Mohamed; Muhammad Nasir Khan; Fawad Naseer; Muhammad Tahir; Mohsin Jamil,10.3389/fnbot.2025.1697518,,https://doi.org/10.3389/fnbot.2025.1697518,crossref,energy based transformer robot policy,concept,ebm_transformer,,,energy based transformer robot policy; control barrier function; model predictive control; limitation; benchmark; robustness; occlusion; ablation,2026-06-12T14:45:03Z,18.350,23.350
doi:10.1016/j.ins.2024.121567,Safe robust multi-agent reinforcement learning with neural control barrier functions and safety attention mechanism,,2025,Information Sciences,Shihan Liu; Lijun Liu; Zhen Yu,10.1016/j.ins.2024.121567,,https://doi.org/10.1016/j.ins.2024.121567,crossref,control barrier functions robot learning,anti_myopia,control,,5,control barrier function,2026-06-12T15:07:36Z,20.096,23.096
doi:10.1016/j.isatra.2025.04.024,Safe prescribed time controller for wheeled mobile robots by using control barrier functions as a safety filter,,2025,ISA Transactions,Ali Alavi Nasab; Roozbeh Badiei; Mohammad Hassan Asemani,10.1016/j.isatra.2025.04.024,,https://doi.org/10.1016/j.isatra.2025.04.024,crossref,control barrier functions robot learning,anti_myopia,control,,4,control barrier function,2026-06-12T15:07:36Z,20.005,23.005
arxiv:2212.02941v3,Safe Imitation Learning of Nonlinear Model Predictive Control for Flexible Robots,"Flexible robots may overcome some of the industry's major challenges, such as enabling intrinsically safe human-robot collaboration and achieving a higher payload-to-mass ratio. However, controlling flexible robots is complicated due to their complex dynamics, which include oscillatory behavior and a high-dimensional state space. Nonlinear model predictive control (NMPC) offers an effective means to control such robots, but its significant computational demand often limits its application in real-time scenarios. To enable fast control of flexible robots, we propose a framework for a safe approximation of NMPC using imitation learning and a predictive safety filter. Our framework significantly reduces computation time while incurring a slight loss in performance. Compared to NMPC, our framework shows more than an eightfold improvement in computation time when controlling a three-dimension",2022,arXiv,Shamil Mamedov; Rudolf Reiter; Seyed Mahdi Basiri Azad; Ruan Viljoen; Joschka Boedecker; Moritz Diehl; Jan Swevers,,2212.02941v3,http://arxiv.org/abs/2212.02941v3,arxiv,model predictive control robot learning,anti_myopia,control,,,safety constraint; model predictive control; imitation learning,2026-06-12T15:07:36Z,18.550,22.550
doi:10.1146/annurev-control-042920-020211,Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,"The last half decade has seen a steep rise in the number of contributions on safe learning methods for real-world robotic deployments from both the control and reinforcement learning communities. This article provides a concise but holistic review of the recent advances made in using machine learning to achieve safe decision-making under uncertainties, with a focus on unifying the language and frameworks used in control theory and reinforcement learning research. It includes learning-based control approaches that safely improve performance by learning the uncertain dynamics, reinforcement learning approaches that encourage safety or robustness, and methods that can formally certify the safety of a learned control policy. As data- and learning-based robot control methods continue to gain traction, researchers must understand when and how to best leverage them in real-world scenarios where",2022,"Annual Review of Control, Robotics, and Autonomous Systems",Lukas Brunke; Melissa Greeff; Adam W. Hall; Zhaocong Yuan; Siqi Zhou; Jacopo Panerati; Angela P. Schoellig,10.1146/annurev-control-042920-020211,,https://doi.org/10.1146/annurev-control-042920-020211,crossref,model based reinforcement learning robotics,concept,architecture,,613,model based reinforcement learning robotics; benchmark; robustness; deployment,2026-06-12T14:45:03Z,18.400,22.400
doi:10.3390/math14030516,Probabilistic Safety Guarantees for Learned Control Barrier Functions: Theory and Application to Multi-Objective Human–Robot Collaborative Optimization,"Designing provably safe controllers for high-dimensional nonlinear systems with formal guarantees represents a fundamental challenge in control theory. While control barrier functions (CBFs) provide safety certificates through forward invariance, manually crafting these barriers for complex systems becomes intractable. Neural network approximation offers expressiveness but traditionally lacks formal guarantees on approximation error and Lipschitz continuity essential for safety-critical applications. This work establishes rigorous theoretical foundations for learned barrier functions through explicit probabilistic bounds relating neural approximation error to safety failure probability. The framework integrates Lipschitz-constrained neural networks trained via PAC learning within multi-objective model predictive control. Three principal results emerge: a probabilistic forward invariance ",2026,Mathematics,Claudio Urrea,10.3390/math14030516,,https://doi.org/10.3390/math14030516,crossref,control barrier functions robot learning,anti_myopia,control,,,control barrier function; model predictive control,2026-06-12T15:07:36Z,17.250,22.250
arxiv:2309.05837v1,The Safety Filter: A Unified View of Safety-Critical Control in Autonomous Systems,"Recent years have seen significant progress in the realm of robot autonomy, accompanied by the expanding reach of robotic technologies. However, the emergence of new deployment domains brings unprecedented challenges in ensuring safe operation of these systems, which remains as crucial as ever. While traditional model-based safe control methods struggle with generalizability and scalability, emerging data-driven approaches tend to lack well-understood guarantees, which can result in unpredictable catastrophic failures. Successful deployment of the next generation of autonomous robots will require integrating the strengths of both paradigms. This article provides a review of safety filter approaches, highlighting important connections between existing techniques and proposing a unified technical framework to understand, compare, and combine them. The new unified view exposes a shared modu",2023,arXiv,Kai-Chieh Hsu; Haimin Hu; Jaime Fernández Fisac,,2309.05837v1,http://arxiv.org/abs/2309.05837v1,arxiv,hybrid systems robot control manipulation,anti_myopia,control,,,hybrid systems; deployment,2026-06-12T15:07:36Z,17.050,22.050
